User Review,Star Rating,Date
HubSpot's outlook extension keeps asking me to log in every week. It's a bit annoying.,1 of 5,Nov 18 2021

While the functionality of the Gmail/Outlook email extensions should be the same HubSpot for Outlook must be manually "turned on" every time you access outlook or send an email. While this is a simple change retraining a sales team to manually open their HubSpot add-in is not a welcome one. "Pinning" the HubSpot pane so it stays open has performed inconsistently. I'm sure these issues are on Outlooks side as otherwise the HubSpot add-in works well but because tracking and logging is the basis of the tool and this is no longer guaranteed when opening Outlook it's value is greatly diminished. It not takes more clicks to log an email than it does to forward an email to the HubSpot forwarding address.,2 of 5,Nov 17 2021

As HubSpot keeps crashing my outlook it is Slowing me down . This is affecting my productivity,1 of 5,Nov 17 2021

Outlook very good and very useful for office work and for invite meetings and seeing mails,3 of 5,Nov 17 2021

There are many issues with this integration first of all it only logs emails when the HubSpot extension tab is open but if you pin it open it obscures the email drafting real estate. The meeting link is fine but it doesn't let the user reschedule the event.,2 of 5,Nov 17 2021

bien bien bien bien bien me parece biennnnnnnnnnn.................................................,4 of 5,Nov 15 2021

It was slightly unclear at first but I eventually saw that it would always stay active whenever opening Outlook which is better than having to always sign in when emails were through Gmail.,4 of 5,Nov 15 2021

Outlook is no problem,3 of 5,Nov 15 2021

isn't stable crashes serveral time a day/ is asking always (30 sec) for login because it does not safe the credentials it isn't possible to uncheck contact bar => which makes outlook also crashing,1 of 5,Nov 15 2021

It works decently well. My main issue is when creating an email it loads for a while and I have to sit and wait on the spinning ring to stop. Wish it worked more seamlessly.,2 of 5,Nov 12 2021

The over-all experience with Microsoft is mind-blowing from where they were in the 90s. No more upgrades to the software it is done now by subscription as the updates roll out they are instantly added to one's subscription for use. A lot cheaper than paying $500.00 for the software each year as before and the increased turnaround time when calling (30-minutes or less) for assistance with software issues is a game changer as well.,5 of 5,Nov 12 2021

After the installation you are pretty much ready to go. There's still a lot of features I don't use and default settings I had to change but in general it help the overall sales process.,4 of 5,Nov 12 2021

It started well but kept crashing my outlook so I had to turn it off. Fixed the issue immediately,1 of 5,Nov 12 2021

Outlook works well but the link between Outlook and HubSpot is not always consistent and causes Outlook to crash.,1 of 5,Nov 11 2021

Absolutely love this integration. It saves so much time and helps keep things organized. Suggestions: - track emails that were sent as BCC. - the ability to 'untrack' a certain email after it was sent with tracking on.,4 of 5,Nov 10 2021

The function is not as efficient as it could be. It would be nice if it was possible to exclude emails from specific senders or with specific subjects. Too many unnecessary tickets are created from unimportant emails.,3 of 5,Nov 10 2021

Easy to use excellent tool have made contracting and retaining customer information very easy,4 of 5,Nov 10 2021

Outlook is well functioning and coordinates well with HubSpot. Sometimes Outlook is crashing but this might be other reasons coming from the memory and not from Outlook itself.,5 of 5,Nov 10 2021

Not too different from other email accounts Outlook has the same tools as other email providers.,5 of 5,Nov 9 2021

Outlook has been my go to in all my decades in my sales career. It is easy to use. Best of all I can map my contacts from Outlook.,5 of 5,Nov 9 2021

Good. I like Outlook email. Works for our company. Combined with HubSpot it works well.,4 of 5,Nov 9 2021

good. easily keeps accounts and builds a task system to do and a history and marries to email/outlook 360,5 of 5,Nov 8 2021

Outlook me parece una herramienta muy útil de fácil uso para enviar y recibir correo,3 of 5,Nov 8 2021

The problem is not Outlook. The problem is HubSpot. I am a small business and I have no tech support. I have up to five separate email accounts running from one Outlook system. I find managing HubSpot linking it to the correct email account and denying it access to the others extremely difficult. I do not have time to fiddle with it and learn how to make it work. I need a simple system that will connect my email contacts to their messages and make it easy to track communications with them. HubSpot makes it hard because it wants to run my life rather than just to meet my needs. It is as good as any but it doesn't work for me.,2 of 5,Nov 8 2021

HubSpot is very easy to navigate user friendly and offers good functions even with the free version. However ever since adding the HubSpot integration into outlook it runs slow freezes and fails regularly requiring restart of outlook.,3 of 5,Nov 6 2021

generally happy but lacking features and requires too many logins. please pish to develop this excellent plugin further,5 of 5,Nov 5 2021

no value to my daily business. Not easy to install connect and use. so overall - poor,1 of 5,Nov 5 2021

Outlook is the granddaddy of business communication but is also lacking severely in modern workflows. MS is trying to accomodate that but overall it is still "oldschool",2 of 5,Nov 3 2021

Outlook allows us to manage our client communications and the link with HubSpot allows us to manage this.,4 of 5,Nov 3 2021

Early days using HubSpot can see it will go a long way to help grow the business and solid support Getting used do not like how Outlook the contact information doesn't follow with from one device to another.,4 of 5,Nov 2 2021

it is just an email platform nothing special it does not need to be integrated!,1 of 5,Nov 2 2021

What the heck who cares just get me to where I need to be why are you asking me this,5 of 5,Nov 2 2021

the add in always drops out and i have to re-upload it. the emails never link to the right accounts so i end up with 30 different wrong contacts on one account and it is a ball ache to try and correct. also if you don't correct this error these email will forever go to the wrong profile,1 of 5,Nov 2 2021

excellent its fast and efficient absolutely love it. my clients can email me and i can get hold of them very easily I send and receive emails very fast,5 of 5,Nov 2 2021

Outlook is the only application I use for emails and calendar events. Outlook makes it easy to keep control of my emails.,4 of 5,Nov 2 2021

Nice features to speed up some tasks but once you open the HubSpot plugin it slows the outlook tremendously that you can see the letters appearing on the screen one by one. I am using Outlook for Mac OS,2 of 5,Nov 2 2021

Outlook complet mais austère beaucoup de plantages avec exchange prise en main pas si intuitive,5 of 5,Nov 1 2021

Leider wieder nur eines von vielen CRM Programmen mit guten Ideen aber nicht vollständig.,2 of 5,Nov 1 2021

The integration could be done better on the new outlook for Mac. The gmail integration is better and wish to see those features in the Outlook addin.,1 of 5,Oct 30 2021

It's easy to sync the outlook and HubSpot emails with the connection. Sometimes mail are sent from HubSpot and sometimes from outlook depending on situation. With the systems synced I can see history from both places with ease.,4 of 5,Oct 29 2021

The HubSpot plugin has been quite unreliable and forces me to use Gmail with the HubSpot plugin instead when sending critical emails. - The HubSpot plugin keeps saying that my Outlook account is not linked to HubSpot until I click the "From" email address and re-select the same email address - The email attachments sometimes disappear and are not sent along the email - With the plugin active the CPU usage sometimes go very high and kills battery life - The plugin sometimes shows "No Tracker ID" error messages when trying to click the Track Email checkbox,2 of 5,Oct 29 2021
